"","evol_dist_scaled","funct_dist_scaled","scarcity_logbio_scaled","restrictedness_scaled"
"Liparis_montagui",0.0608529012963716,0.12388020595464,0.6452170502056,0.975654290931223
"Lipophrys_pholis",0.148159561684196,0.254197127104282,0.841582046228996,1
"Lithognathus_mormyrus",0.120681389061439,0.00818189841762116,0.431537363564058,0.973828362751065
"Lobianchia_dofleini",0.310552036478173,0.36679756439055,0.649077681257019,0.94765672550213
"Lobianchia_gemellarii",0.310552036478173,0.336905615059101,0.759784897885421,0.992087644552648
"Lophius_budegassa",0.26360056778636,0.320212091940227,0.227628454189123,0.454656116859404
"Lophius_piscatorius",0.26360056778636,0.375182877586623,0.178493870477325,0.196591600730371
"Lota_lota",0.25843221202081,0.0406223148992793,0.941649918026181,0.999391357273281
"Lumpenus_lampretaeformis",0.0631260731150139,0.360162094815899,0.394307810647056,0.916007303712721
"Lycenchelys_sarsii",0.026720224433228,0.472272318417051,0.776625923257509,0.996348143639683
"Lycodes_gracilis",0.10379031107891,0.262832076279497,0.488207588813896,0.983566646378576
"Lycodes_pallidus",7.82832136163174e-05,0.287310759530996,0.726955197590149,0.998782714546561
"Lycodes_terraenovae",0.00540945734848412,0.454124873554517,0.75281736095357,0.999391357273281
"Lycodes_vahlii",7.82832136163174e-05,0.474363976952438,0.502301375966453,0.978088861838101
"Macroparalepis_affinis",0.326989093388303,0.279327818771741,0.886087016703377,1
"Macroramphosus_scolopax",0.577662419501595,0.22368476304697,0.282587122877051,0.738283627510651
"Macrourus_berglax",0.156731246298257,0.159522378281297,0.440721473825714,0.993304930006086
"Magnisudis_atlantica",0.254903844782617,0.190897804089062,0.885787471073453,1
"Malacocephalus_laevis",0.19783652565093,0.193249114589012,0.363814701017923,0.922702373706634
"Malacoraja_kreffti",0.355522860287209,0.23197262969545,0.742543961118432,1
"Malacosteus_niger",0.298121772532826,0.166684833384593,0.725336557678276,0.997565429093122
"Manducus_maderensis",0.464811820285961,0.0832936749120005,0.881436503073337,0.999391357273281
"Maurolicus_muelleri",0.400379379645295,0.374200867401679,0.451738312013204,0.707242848447961
"Melanogrammus_aeglefinus",0.0572288743564653,0.0270139366775157,0.0690063447550228,0.398052343274498
"Melanonus_zugmayeri",0.367068925924775,0.0828855926591876,0.807769996607113,0.999391357273281
"Melanostigma_atlanticum",0.026720224433228,0.415192910863217,0.799612204512213,0.988435788192331
"Melanostomias_bartonbeani",0.318769032398733,0.319167996254497,0.779401551085109,0.998782714546561
"Merlangius_merlangus",0.0572288743564653,0.167904977267247,0.063654056321556,0.201460742544127
"Merluccius_merluccius",0.367068925924775,0.0766245700718599,0.118865071870678,0.0943396226415094
"Micrenophrys_lilljeborgii",0.0813363709014546,0.0200775846535487,0.897815310962285,0.997565429093122
"Microchirus_azevia",0.101898711863414,0.163454677735444,0.625589319634124,0.993304930006086
"Microchirus_boscanion",0.068975903758832,0.172010975424216,0.573816650172667,0.990261716372489
"Microchirus_ocellatus",0.0558010873392745,0.172029699786722,0.565072715027706,0.966524650030432
"Microchirus_variegatus",0.0479578311271925,0.169548501373338,0.274549364513205,0.508216676810712
"Microichthys_coccoi",0.154879891350825,0.330828085326207,0.801388821630596,0.986001217285454
"Micromesistius_poutassou",0.148992155139196,0.130570295985982,0.0416222084849192,0.402312842361534
"Microstomus_kitt",0.0854903243336278,0.166250003033293,0.221784452781845,0.379793061472915
"Mola_mola",0.483305238781127,0.494463112295131,0.347403385806901,0.974437005477784
"Molva_dypterygia",0.12921340474862,0.130606058849749,0.372924294037131,0.831405964698722
"Molva_macrophthalma",0.12921340474862,0.116884704229946,0.282527023109318,0.915398660986001
"Molva_molva",0.159630608572106,0.178194762899935,0.247036404550895,0.690809494826537
"Monochirus_hispidus",0.0479578311271925,0.159967501569655,0.551801667337682,0.941570298234936
"Mora_moro",0.122754384151227,0.165447784905987,0.360808918192931,0.905660377358491
"Mugil_cephalus",0.404092976583447,0.226829949652599,0.370223522783286,0.992087644552648
"Mullus_barbatus",0.224564855799693,0.110640370889769,0.222440664277489,0.690200852099817
"Mullus_surmuletus",0.224564855799693,0.0828771565464737,0.257125192753029,0.368837492391966
"Muraena_helena",0.649361949581288,0.385170865188033,0.558205533905537,0.991479001825928
"Mustelus_asterias",0.372483248580613,0.324341024471061,0.230109020302014,0.76080340839927
"Mustelus_mustelus",0.405833189278871,0.459245862815446,0.307407854512787,0.86488131466829
"Mustelus_punctulatus",0.372483248580613,0.324803988027823,0.408706331676575,0.983566646378576
"Myctophum_punctatum",0.300154518096721,0.272774482342005,0.600147528173465,0.909312233718807
"Myliobatis_aquila",0.866033272088789,0.602636227347208,0.343857240019461,0.959220937309799
"Myoxocephalus_quadricornis",0.0927080209241728,0.243723969607319,0.285437356575158,0.986001217285454
"Myoxocephalus_scorpioides",0.155781623548708,0.22851373386887,0.529384833173608,0.986609860012173
"Myoxocephalus_scorpius",0.0927080209241728,0.252376133530997,0.240216427520622,0.724893487522824
"Nansenia_oblita",0.3843044757152,0.15070758065343,0.742030233529435,0.995130858186245
"Naucrates_ductor",0.197425682496546,0.404330666283712,0.783010694895083,1
"Nemichthys_scolopaceus",0.558464670829856,0.349743662222654,0.584272694832098,0.951308581862447
"Neocyttus_helgae",0.275146470454792,0.384287129440116,0.927426122517592,1
"Neogobius_melanostomus",0.358170865268366,0.339633034050046,0.463403787486742,0.964090079123554
"Neoraja_caerulea",0.2662802546137,0.320890703129107,0.655379602887861,0.996348143639683
"Neoraja_iberica",0.2662802546137,0.365947670446738,0.812510740631208,1
"Nerophis_lumbriciformis",0.0842977901345656,0.507035545182839,0.8828697575734,0.998782714546561
"Nerophis_ophidion",0.314086720345577,0.506091921667523,0.743200407909626,0.996956786366403
"Nesiarchus_nasutus",0.374422452933644,0.151507348101772,0.593364781851927,0.997565429093122
"Nessorhamphus_ingolfianus",0.618778600361348,0.245567959052069,0.796631364566411,0.999391357273281
"Nezumia_aequalis",0.106126146816649,0.126379090014452,0.327335863576482,0.925136944613512
"Nezumia_bairdii",0.106126146816649,0.113697056174247,0.90314561695377,0.999391357273281
"Nezumia_sclerorhynchus",0.214605245343561,0.184276585506583,0.356169743635434,0.88557516737675
"Normichthys_operosus",0.166416113724135,0.242904654624104,0.741134056179958,0.998782714546561
"Notacanthus_bonaparte",0.231421800520619,0.149918172140233,0.442946898008063,0.896530736457699
"Notacanthus_chemnitzii",0.231421800520619,0.255178128328076,0.539223240290384,0.995739500912964
"Notoscopelus_bolini",0.35124928844304,0.324426617070567,0.704180619457833,0.989044430919051
"Notoscopelus_elongatus",0.339539441747993,0.306801400871618,0.557048155155134,0.920876445526476
"Notoscopelus_kroyeri",0.339539441747993,0.306480420688949,0.590964222800472,0.978697504564821
"Odondebuenia_balearica",0.358170865268366,0.441925391180944,0.981114605962491,1
"Oncorhynchus_mykiss",0.280651415445743,0.146846371431593,0.66583989259447,0.998174071819842
"Ophichthus_rufus",0.51580983653389,0.229689497879271,0.463382196551918,0.944613511868533
"Ophidion_barbatum",0.152102862513072,0.0561679774063766,0.573996454850557,0.949482653682289
"Ophidion_rochei",0.152102862513072,0.0619888511844601,0.812096719125543,0.998782714546561
"Ophisurus_serpens",0.23960425072512,0.209652708014342,0.503275812660492,0.961655508216677
"Osmerus_eperlanus",0.892594082896419,0.273281485079166,0.331348645104382,0.898965307364577
"Oxynotus_centrina",0.506007899962286,0.558554138958768,0.439090524859286,0.957395009129641
"Pachycara_crassiceps",0.10247281552434,0.373387256158834,0.695784783093923,0.999391357273281
"Pagellus_acarne",0.0923478500573065,0.0994787157643959,0.214721444640605,0.701765063907486
"Pagellus_bellottii",0.12869337284019,0.00601835528618604,0.726559355722905,1
"Pagellus_bogaraveo",0.0923478500573065,0.150160018800993,0.315103566665007,0.700547778454047
"Pagellus_erythrinus",0.12869337284019,0.096542475202546,0.273435079819648,0.753499695678637
"Pagrus_auriga",0.189915885922891,0.193985508397469,0.588525483094589,0.998782714546561
"Pagrus_pagrus",0.185623352602034,0.110756813713968,0.377998779453909,0.869750456482045
"Parablennius_gattorugine",0.20312068012038,0.22582352357733,0.648067303207327,0.975654290931223
"Parablennius_tentacularis",0.213183672906867,0.241635719146076,0.717066607579017,0.993304930006086
"Paralepis_coregonoides",0.254903844782617,0.210571118553411,0.714695884492393,0.975045648204504
"Paraliparis_murieli",0.106589099245631,0.197800675207474,0.935430411302513,0.998174071819842
"Parapristipoma_octolineatum",0.580631713519493,0.0794343518252563,0.631080011901999,1
"Parasudis_fraserbrunneri",0.444305540172227,0.174440762849961,0.790411857842743,1
"Pegusa_impar",0.0477272094183883,0.172777983287373,0.567002937860936,0.992696287279367
"Pegusa_lascaris",0.12808634706094,0.171027127986443,0.40136928582901,0.906877662811929
"Perca_fluviatilis",0.288574829993992,0.244692416759917,0.536953950858367,0.992696287279367
"Peristedion_cataphractum",0.354804306911749,0.127474110362157,0.367748059515933,0.85453438831406
"Pholis_gunnellus",0.10379031107891,0.36122389537504,0.536501662592201,0.906877662811929
"Phycis_blennoides",0.183004774066626,0.095724920574508,0.223038606477383,0.565429093122337
"Phycis_phycis",0.235140334870771,0.41453137379844,0.489942509662359,0.94826536822885
"Physiculus_dalwigki",0.166865983567559,0.199597989591933,0.674662282159319,0.983566646378576
"Platichthys_flesus",0.0607439463476173,0.154205167620302,0.0808821878299385,0.649421789409617
"Pleuronectes_platessa",0.0607439463476173,0.163683270544198,0.102176940352456,0.33292757151552
"Pollachius_pollachius",0.0518071300195748,0.166445948488484,0.3189719547669,0.884357881923311
"Pollachius_virens",0.0518071300195748,0.0905549349040055,0.157602131031829,0.723067559342666
"Polyacanthonotus_rissoanus",0.277139326489736,0.263071328279522,0.643081036803519,0.986609860012173
"Polymetme_corythaeola",0.256732822076204,0.635756434830699,0.617359300584,0.986609860012173
"Polymetme_thaeocoryla",0.256732822076204,0.633892828408931,0.621438535288874,0.998782714546561
"Polyprion_americanus",0.502651996721005,0.154757413640702,0.436619317347963,0.976871576384662
"Pomatomus_saltatrix",0.388681012343626,0.278582244207714,0.51529823576823,0.986609860012173
"Pomatoschistus_lozanoi",0.0184884813408985,0.388567197554019,0.63201261316273,0.973219720024346
"Pomatoschistus_marmoratus",0.0940783508297855,0.347893751944468,0.719780712846031,0.979914790018259
"Pomatoschistus_microps",0.0542039408964945,0.332328592655326,0.720818583062595,0.976262933657943
"Pomatoschistus_minutus",0.0260413606779199,0.368899134190854,0.492953833054927,0.78088861838101
"Pomatoschistus_norvegicus",0.0184884813408985,0.356210824607385,0.720277731073816,0.994522215459525
"Pomatoschistus_pictus",0.0470431680011831,0.351021490793095,0.787082397984951,0.98965307364577
"Pontinus_kuhlii",0.260394471928987,0.138806311589373,0.746306699575973,0.999391357273281
"Poromitra_crassiceps",0.393080052581405,0.295922433666939,0.877080329328694,1
"Protomyctophum_arcticum",0.250817942923782,0.311161072658321,1,1
"Psenes_pellucidus",0.262505864945194,0.301341551599813,0.68176221306864,0.999391357273281
"Pseudaphya_ferreri",0.206185201852181,0.521179076955388,0.691223400595172,0.995739500912964
"Pteragogus_pelycus",0.425023065319729,0.3220649690896,0.761064129399786,1
"Pterois_miles",0.177534816112472,0.128114053140403,0.798903869541731,1
"Pteroplatytrygon_violacea",0.573357819824166,0.681085119171199,0.401610343760796,0.978697504564821
"Pterycombus_brama",0.222425391049486,0.372178984747124,0.676676891173797,1
"Pungitius_pungitius",0.198843637719788,0.49410614372289,0.735673022055964,0.982349360925137
"Raja_asterias",0.251552879535693,0.239500055393279,0.332834269297124,0.876445526475959
"Raja_brachyura",0.181853949590596,0.288244667322252,0.275664188916496,0.822276323797931
"Raja_clavata",0.13889036046908,0.279629461175654,0.163561827276787,0.45891661594644
"Raja_microocellata",0.147205893847438,0.3694953407955,0.321102193937597,0.954960438222763
"Raja_miraletus",0.169380649523059,0.256125153267665,0.318961697200136,0.877054169202678
"Raja_montagui",0.230824281335086,0.256047217962848,0.216423358985266,0.637248934875228
"Raja_polystigma",0.195158802995968,0.283081781742328,0.343436568484506,0.913572732805843
"Raja_radula",0.244523044566827,0.264073573235752,0.426316737415622,0.978088861838101
"Raja_undulata",0.13889036046908,0.27565621426301,0.338006125193644,0.939744370054778
"Rajella_bathyphila",0.216969768361577,0.328929422637499,0.503134259093716,0.997565429093122
"Rajella_fyllae",0.213146948618486,0.310559448969631,0.558006262577259,0.996956786366403
"Rajella_kukujevi",0.213146948618486,0.334187558703656,0.693074806096841,1
"Raniceps_raninus",0.354499267462443,0.0121730209304955,0.706843415283901,0.987827145465612
"Regalecus_glesne",0.457259586960787,0.632815191213246,0.824814158312608,0.999391357273281
"Remora_brachyptera",0.379201192512945,0.124796761439742,0.865374828878752,1
"Rhinoptera_marginata",0.866033272088789,0.620146067155945,0.727154387256678,1
"Rhynchogadus_hepaticus",0.0654519590299878,0.119244010462119,0.888312961628754,0.997565429093122
"Rostroraja_alba",0.470477196277904,0.479820965231594,0.416401846921341,0.985392574558734
"Rouleina_attrita",0.150995978441599,0.108108108964377,0.450770215832111,0.996956786366403
"Sagamichthys_schnakenbecki",0.127739216104534,0.0878652113934181,0.729194586948928,0.999391357273281
"Salaria_pavo",0.20312068012038,0.230030336977388,0.833090034530008,1
"Salmo_salar",0.237020629741355,0.196700744150947,0.440996812073238,0.967741935483871
"Salmo_trutta",0.237020629741355,0.119916104509057,0.437027240660139,0.96895922093731
"Sander_lucioperca",0.288574829993992,0.571913305128832,0.424491585515485,0.985392574558734
"Sarda_sarda",0.216359156159776,0.423189096336522,0.476118033265732,0.986609860012173
"Sardina_pilchardus",0.343108234006961,0.318975507244618,0.17219316430479,0.538648813146683
"Sardinella_aurita",0.518643505438194,0.297059037814105,0.404001664587269,0.903834449178332
"Sarpa_salpa",0.109581906059475,0.402513528715699,0.501631825140385,0.990261716372489
"Saurida_undosquamis",0.836454583362903,0.361673467115663,0.601141151806927,0.991479001825928
"Schedophilus_medusophagus",0.152192039869021,0.252687935777089,0.587748423000783,0.990870359099209
"Schedophilus_ovalis",0.144514698369293,0.202524586756685,0.537248055597927,0.996348143639683
"Sciaena_umbra",0.314891603223349,0.229820158400634,0.603388147089716,0.997565429093122
"Scomber_colias",0.101885201804053,0.267445115201392,0.276976526528101,0.828971393791844
"Scomber_japonicus",0.101885201804053,0.335894401815221,0.250323103505107,0.95800365185636
"Scomber_scombrus",0.158249107713546,0.253316687452767,0.0632121378287547,0.201460742544127
"Scomberesox_saurus",0.388041682751341,0.29374918298714,0.636622648766765,0.994522215459525
"Scopelogadus_beanii",0.393080052581405,0.304491545465325,0.693357364933749,0.997565429093122
"Scophthalmus_maximus",0.174677698598263,0.355846901142086,0.253342392414897,0.566646378575776
"Scophthalmus_rhombus",0.174677698598263,0.526321117121327,0.281421671721278,0.668898356664638
"Scorpaena_elongata",0.0833848783289467,0.0133759215749012,0.379323002797449,0.85392574558734
"Scorpaena_loppei",0.124438621824206,0.0191348439784251,0.499774904338007,0.950091296409008
"Scorpaena_maderensis",0.170646670544333,0.0553077610472588,0.757265970731478,0.997565429093122
"Scorpaena_notata",0.103479024903399,0.00919765188822372,0.367629087104824,0.817407181984175
"Scorpaena_porcus",0.103479024903399,0.0165410927860376,0.397643131583845,0.879488740109556
"Scorpaena_scrofa",0.0833848783289467,0.0463419591055967,0.360268443439515,0.849665246500304
"Scyliorhinus_canicula",0.690834669618049,0.0562590093164667,0.100994139542808,0.16676810712112
"Scyliorhinus_stellaris",0.690834669618049,0.220052870904201,0.233804078952631,0.874010955569081
"Scymnodon_ringens",0.506007899962286,0.532685325937938,0.308740041988987,0.989044430919051
"Searsia_koefoedi",0.0920461447636095,0.203202001406825,0.66025687761933,0.997565429093122
"Sebastes_norvegicus",0.074562623566801,0.609868648060866,0.659371309808237,1
"Sebastes_viviparus",0.074562623566801,0.598354238731523,0.216252040298353,0.948874010955569
"Seriola_dumerili",0.197425682496546,0.30810025937098,0.553219600674973,0.990261716372489
"Serranus_atricauda",0.115309716914797,0.170592788053705,0.670416124355351,1
"Serranus_cabrilla",0.115309716914797,0.0338452251354904,0.314601758954003,0.78149726110773
"Serranus_hepatus",0.159430694353154,0.00947669483349947,0.28443977987461,0.746804625684723
"Serranus_scriba",0.128997114425346,0.0109634691816673,0.560780716060272,0.987827145465612
"Serrivomer_beanii",0.558464670829856,0.274309513590334,0.65578186135257,0.993913572732806
"Siganus_luridus",0.229555895667048,0.510477201526882,0.768198111586195,1
"Siganus_rivulatus",0.229555895667048,0.50695136096534,0.828182645917762,1
"Sigmops_bathyphilus",0.580423728505681,0.0956144827491622,0.75128105744879,0.998174071819842
"Simenchelys_parasitica",0.26460933851764,0.270185699115076,0.857098952661352,1
"Solea_senegalensis",0.0929919544339711,0.174245448894317,0.556703548091252,0.992087644552648
"Solea_solea",0.0929919544339711,0.168939619186847,0.214781767491628,0.46865489957395
"Somniosus_rostratus",0.97062513236557,0.64658957159115,0.638016675074386,1
"Sparisoma_cretense",0.425023065319729,0.415530697617727,0.596027204836903,1
"Sparus_aurata",0.213286480821558,0.0286074481220074,0.370911518708424,0.9373097991479
"Spectrunculus_grandis",0.355969299583122,0.166292012156279,0.534449239273318,0.998174071819842
"Sphoeroides_pachygaster",0.291711214186257,0.442429277288461,0.462554068798442,0.983566646378576
"Sphyraena_sphyraena",0.4703680858093,0.21241643194307,0.455442624868579,0.956786366402921
"Spicara_maena",0.073452360608915,0.22286242025054,0.377578556503832,0.915398660986001
"Spicara_smaris",0.073452360608915,0.450255418566857,0.199082066826839,0.765063907486306
"Spinachia_spinachia",0.198843637719788,0.524185168538722,0.656214161672943,0.987827145465612
"Spondyliosoma_cantharus",0.10379018538691,0.121724638545204,0.251514919079817,0.797930614729154
"Spratelloides_lewisi",0.730088417617892,0.61941300447996,0.733482235440081,0.999391357273281
"Sprattus_sprattus",0.370616581868782,0.331667894918618,0.0337116354260456,0.383444917833232
"Squalus_acanthias",0.59550704639067,0.50012267145811,0.188125557105636,0.684114424832623
"Squalus_blainville",0.59550704639067,0.452357658854097,0.299107396979785,0.917224589166159
"Squatina_aculeata",0.577177906118134,0.686148464162422,0.515837683616861,0.998174071819842
"Squatina_oculata",0.640450365870368,0.690645239641137,0.621946821564176,0.998782714546561
"Squatina_squatina",0.577177906118134,0.655119436740923,0.486407632037516,0.998782714546561
"Stephanolepis_diaspros",0.429793537219243,0.295232578226401,0.756850898385292,0.999391357273281
"Stomias_boa",0.410453897234928,0.179000727495051,0.50708671936634,0.852708460133901
"Stromateus_fiatola",0.360234643756444,0.31470851069778,0.630811242104116,0.996348143639683
"Sudis_hyalina",0.387163963339934,0.236164942017174,0.738991482329889,0.986609860012173
"Symbolophorus_veranyi",0.31260025082453,0.296326017562173,0.629699726255857,0.941570298234936
"Symphodus_bailloni",0.204368071846289,0.447873817318797,0.551000083251833,0.982958003651856
"Symphodus_cinereus",0.0141558577150718,0.330942736201048,0.543819104202478,0.979914790018259
"Symphodus_doderleini",0.0398750897553853,0.33161574665698,0.716473365987958,0.996956786366403
"Symphodus_mediterraneus",0.0174487317780936,0.347971421295188,0.586533503337526,0.989044430919051
"Symphodus_melops",0,0.441558149182207,0.590034741028747,0.976871576384662
"Symphodus_ocellatus",0.204368071846289,0.45518742879893,0.628229343231429,0.992696287279367
"Symphodus_roissali",0,0.447789558204518,0.605355488093498,0.997565429093122
"Symphodus_rostratus",0.0140961242076141,0.439012997378168,0.710708735100371,0.995739500912964
"Symphodus_tinca",0.027190205403607,0.443338366754919,0.619778270006045,0.994522215459525
"Symphurus_ligulatus",0.299180102690358,0.0598212193693472,0.595650047433026,0.915398660986001
"Symphurus_nigrescens",0.299180102690358,0.0521161947870876,0.468012897095608,0.73950091296409
"Synaphobranchus_kaupii",0.282905528296017,0.285128241066892,0.470284143760291,0.976262933657943
"Synapturichthys_kleinii",0.0477272094183883,0.273471930675391,0.438388546602137,0.967741935483871
"Synchiropus_phaeton",0.364701804756748,0.0121143888621929,0.428936165904416,0.860012172854534
"Syngnathus_abaster",0.0457331434174149,0.468875143463745,0.817789263579241,0.999391357273281
"Syngnathus_acus",0.0842977901345656,0.445928646685233,0.496694545221342,0.813755325623859
"Syngnathus_phlegon",0.428997452419125,0.450630646342549,0.888312961628754,0.996956786366403
"Syngnathus_rostellatus",0.0880389684077611,0.546107360321163,0.670086436443645,0.930614729153987
"Syngnathus_taenionotus",0.0423107603343458,0.454072896816008,0.800162787061757,0.998782714546561
"Syngnathus_tenuirostris",0.137256915816869,0.460388049015188,0.815075266078466,0.999391357273281
"Syngnathus_typhle",0.0423107603343458,0.684947940721412,0.594034269898295,0.975654290931223
"Synodus_saurus",0.815694549163314,0.24335712535032,0.399999131993968,0.933657942787584
"Taurulus_bubalis",0.103099952730684,0.0159522139525131,0.473832773853038,0.931223371880706
"Tetronarce_nobiliana",0.619734594163012,0.789229272945494,0.445591150270062,0.990261716372489
"Thorogobius_ephippiatus",0.231671385343631,0.355802110430618,0.850074057927984,0.999391357273281
"Torpedo_marmorata",0.657153437794623,0.649798198373295,0.387519991876465,0.825319537431528
"Torpedo_torpedo",0.619734594163012,0.585541122539012,0.47096023958861,0.965307364576993
"Torquigener_flavimaculosus",0.187555027713213,0.35597636967882,0.606749266878521,0.998174071819842
"Trachinus_araneus",0.127794101893725,0.0577545838317049,0.519179855625282,0.980523432744979
"Trachinus_draco",0.18538901699002,0.0440283606430813,0.228181521065338,0.68776628119294
"Trachinus_radiatus",0.127794101893725,0.0577545838317049,0.401709800589663,0.954960438222763
"Trachipterus_arcticus",0.418619518442677,0.69949856238117,0.51638920149487,0.995130858186245
"Trachipterus_trachypterus",0.418619518442677,0.454382725375573,0.657629902240118,0.997565429093122
"Trachurus_mediterraneus",0.0777758350873284,0.212986363358354,0.247958860297608,0.705416920267803
"Trachurus_picturatus",0.0712130504299079,0.216254524473965,0.209716599079078,0.752891052951917
"Trachurus_trachurus",0.0712130504299079,0.208178866281627,0.0684579921179502,0
"Trachyrincus_murrayi",0.195592692428817,0.320943986580983,0.455095131981775,0.995130858186245
"Trachyrincus_scabrus",0.195592692428817,0.163732379746325,0.272271441857177,0.916007303712721
"Trachyscorpia_cristulata",0.123802417776395,0.255510065696184,0.535844364928042,0.998782714546561
"Trachyscorpia_echinata",0.123802417776395,0.256905371624022,0.531537912808931,0.996956786366403
"Trichiurus_lepturus",0.25728418164293,0.470702537775766,0.704848953740792,0.998782714546561
"Trigla_lyra",0.199345383188394,0.208645474834483,0.31508863306368,0.735849056603774
"Triglops_murrayi",0.134483571160656,0,0.738912689398014,0.992696287279367
"Trisopterus_capelanus",0.0707934248881023,0.097403246297297,0.245412397736343,0.769933049300061
"Trisopterus_esmarkii",0.0975217355806345,0.214472332109621,0.116841665995967,0.544126597687158
"Trisopterus_luscus",0.110552972960129,0.120382375339798,0.192068290858213,0.69811320754717
"Trisopterus_minutus",0.0707934248881023,0.121334022582906,0.17440952351189,0.377358490566038
"Umbrina_canariensis",0.275729284474832,0.113824138690969,0.516747742422996,0.989044430919051
"Umbrina_cirrosa",0.314891603223349,0.114681348597263,0.52583886733735,0.992696287279367
"Umbrina_ronchus",0.275729284474832,0.116690289667876,0.646901012871424,0.993913572732806
"Upeneus_moluccensis",0.32252259205192,0.208869031655449,0.586352508238907,0.997565429093122
"Upeneus_pori",0.274350695771751,0.0939414152187606,0.609994799267406,0.999391357273281
"Uranoscopus_scaber",0.495572568266817,0.081217189753392,0.359855042483575,0.828971393791844
"Urophycis_chuss",0.183004774066626,0.0241260541641148,0.70328868868337,0.999391357273281
"Venefica_proboscidea",0.372623481160397,0.248270953455019,0.70067272283213,0.999391357273281
"Vinciguerria_attenuata",0.365360217896414,0.360603899225087,0.695076613622148,0.975654290931223
"Vinciguerria_poweriae",0.365360217896414,0.614074040375419,0.697364029534844,0.987218502738892
"Xenodermichthys_copei",0.150995978441599,0.125292150723768,0.510740365776242,0.982958003651856
"Xiphias_gladius",0.447343154149355,0.526678487685692,0.454611032912038,0.993304930006086
"Xyrichtys_novacula",0.367126518432352,0.213598293395171,0.595880498925721,0.98965307364577
"Zenopsis_conchifer",0.300914430051355,0.379416221560767,0.417027732534554,0.98965307364577
"Zeugopterus_punctatus",0.137940372534328,0.487917380946349,0.516493677664457,0.919050517346318
"Zeugopterus_regius",0.137940372534328,0.506045995727546,0.566873572761999,0.951917224589166
"Zeus_faber",0.300914430051355,0.473852948080126,0.236449550586535,0.372489348752282
"Zoarces_viviparus",0.0710243154342917,0.296569651447665,0.362735985252274,0.909920876445526
